Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,sbbm,colorLevel
全国,安徽,1000kV,1000kV特高压淮南站,备用备用相主变压器,0.1,,,,,,12M00000044288706,4
全国,安徽,1000kV,1000kV特高压淮南站,备用主变,0.1,,,,,,12M00000044445771,0
全国,安徽,1000kV,1000kV特高压淮南站,#2主变压器A相,0.1,,,,,,12M00000039426340,5
全国,安徽,1000kV,1000kV特高压淮南站,#2主变压器C相,0.1,,,,,,12M00000039426337,4
全国,安徽,1000kV,1000kV特高压淮南站,#1主变压器C相,0.1,,,,,,12M00000039426322,1
全国,安徽,1000kV,1000kV特高压淮南站,#1主变压器B相,0.1,,,,,,12M00000039426320,7
全国,安徽,1000kV,1000kV特高压淮南站,#1主变压器A相,0.1,,,,,,12M00000039426317,5
全国,安徽,1000kV,1000kV特高压淮南站,#2主变压器B相,0.1,,,,,,12M00000039426334,3
全国,安徽,1000kV,1000kV特高压芜湖站,#1主变压器B相,0.1,,,,,,12M00000039424827,7
全国,安徽,1000kV,1000kV特高压芜湖站,#1主变压器C相,0.1,,,,,,12M00000039424829,2
全国,安徽,1000kV,1000kV特高压芜湖站,#1主变压器A相,0.1,,,,,,12M00000039423657,1
全国,安徽,1000kV,1000kV特高压芜湖站,#1主变压器备用相,0.1,,,,,,12M00000044394041,7
全国,福建,1000kV,1000kV榕城变,3号A主变,0.1,,,,,,13M0100KB00000864,9
全国,福建,1000kV,1000kV榕城变,3号C主变,0.1,,,,,,13M0100KB00000863,4
全国,福建,1000kV,1000kV榕城变,3号B主变,0.1,,,,,,13M0100KB00000860,4
全国,福建,1000kV,1000kV榕城变,2号B主变,0.1,,,,,,13M0100KB00000874,2
全国,福建,1000kV,1000kV榕城变,2号A主变,0.1,,,,,,13M0100KB00000875,9
全国,福建,1000kV,1000kV榕城变,2号C主变,0.1,,,,,,13M0100KB00000873,2
全国,福建,1000kV,1000kV榕城变,主变主体变备用相O相,0.1,,,,,,13M0100KB00000893,1
全国,甘肃,330kV,330kV柏林变电站,2号主变压器,0.1,,,,,,27M00000019982648,1
全国,甘肃,330kV,330kV柏林变电站,3号主变压器,0.1,,,,,,27M00000019981057,0
全国,陕西,330kV,330kV北郊变电站,1#主变压器,0.1,,,,,,26M00000012023545,0
全国,陕西,330kV,330kV北郊变电站,2#主变压器,0.1,,,,,,26M00000012023546,2
全国,陕西,330kV,330kV北郊变电站,3#主变压器,0.1,,,,,,26M00000012023547,5
全国,甘肃,330kV,330kV炳灵变电站,2号主变压器,0.1,,,,,,27M00000021515595,8
全国,甘肃,330kV,330kV炳灵变电站,1号主变压器,0.1,,,,,,27M00000021325548,9
全国,甘肃,330kV,330kV布隆吉变电站,2号主变压器,0.1,,,,,,27M00000022051505,4
全国,甘肃,330kV,330kV布隆吉变电站,1号主变压器,0.1,,,,,,27M00000022378724,8
全国,陕西,330kV,330kV草滩变电站,2#主变压器,0.1,,,,,,26M00000012023359,6
全国,陕西,330kV,330kV草滩变电站,3#主变压器,0.1,,,,,,26M00000014076570,8
全国,陕西,330kV,330kV草滩变电站,1#主变压器,0.1,,,,,,26M00000012023358,6
全国,陕西,330kV,330kV长乐变电站,2#主变压器,0.1,,,,,,26M00000012621712,1
全国,陕西,330kV,330kV长乐变电站,1#主变压器,0.1,,,,,,26M00000012621710,4
全国,甘肃,330kV,330kV朝阳变电站,3号主变压器,0.1,,,,,,27M00000020629866,5
全国,甘肃,330kV,330kV朝阳变电站,2号主变压器,0.1,,,,,,27M00000020629137,7
全国,甘肃,330kV,330kV成县变电站,3号主变压器,0.1,,,,,,27M00000010362358,5
全国,陕西,330kV,330kV池阳变电站,2#主变,0.1,,,,,,26M00000023048038,6
全国,陕西,330kV,330kV池阳变电站,1#主变压器,0.1,,,,,,26M00000011967117,9
全国,陕西,330kV,330kV池阳变电站,3#主变压器,0.1,,,,,,26M00000011967069,9
全国,甘肃,330kV,330kV茨滩变电站,3号主变压器,0.1,,,,,,27M00000020624455,4
全国,甘肃,330kV,330kV茨滩变电站,2号主变压器,0.1,,,,,,27M00000020925522,4
全国,陕西,330kV,330kV大杨变电站,2#主变压器,0.1,,,,,,26M00000016189638,3
全国,陕西,330kV,330kV大杨变电站,1#主变压器,0.1,,,,,,26M00000011965537,7
全国,陕西,330kV,330kV代王变电站,2#主变压器,0.1,,,,,,26M00000015896392,2
全国,陕西,330kV,330kV代王变电站,1#主变压器,0.1,,,,,,26M00000015896385,6
全国,陕西,330kV,330kV定边变电站,2号主变压器,0.1,,,,,,26M00000022230535,7
全国,陕西,330kV,330kV定边变电站,1号主变压器,0.1,,,,,,26M00000022228468,9
全国,甘肃,330kV,330kV定西变电站,1号主变压器,0.1,,,,,,27M00000022038767,3
全国,甘肃,330kV,330kV定西变电站,2号主变压器,0.1,,,,,,27M00000022144676,7
全国,甘肃,330kV,330kV东大滩变电站,3号主变压器,0.1,,,,,,27M00000012540250,6
全国,甘肃,330kV,330kV东大滩变电站,2号主变压器,0.1,,,,,,27M00000012540227,3
全国,甘肃,330kV,330kV东台变电站,2号主变压器,0.1,,,,,,27M00000010347302,1
全国,甘肃,330kV,330kV东台变电站,1号主变压器,0.1,,,,,,27M00000010347301,3
全国,陕西,330kV,330kV东塬变电站,1#主变,0.1,,,,,,26M00000011965510,6
全国,陕西,330kV,330kV东塬变电站,2#主变,0.1,,,,,,26M00000012318042,7
全国,陕西,330kV,330kV东塬变电站,3#主变,0.1,,,,,,26M00000012317921,4
全国,陕西,330kV,330kV段家变电站,2#主变压器,0.1,,,,,,26M00000015716369,4
全国,陕西,330kV,330kV段家变电站,1#主变压器,0.1,,,,,,26M00000011920063,9
全国,甘肃,330kV,330kV多合变电站,1号主变压器,0.1,,,,,,27M00000012292962,4
全国,甘肃,330kV,330kV多合变电站,2号主变压器,0.1,,,,,,27M00000012293019,4
全国,甘肃,330kV,330kV丰乐变电站,2号主变压器,0.1,,,,,,27M00000019373045,8
全国,甘肃,330kV,330kV丰乐变电站,3号主变压器,0.1,,,,,,27M00000019374912,5
全国,陕西,330kV,330kV高明变电站,1#主变压器,0.1,,,,,,26M00000011983327,7
全国,陕西,330kV,330kV高明变电站,2#主变压器,0.1,,,,,,26M00000015908097,7
全国,甘肃,330kV,330kV巩昌变电站,2号主变压器,0.1,,,,,,27M00000016565306,8
全国,甘肃,330kV,330kV巩昌变电站,3号主变压器,0.1,,,,,,27M00000018278326,2
全国,甘肃,330kV,330kV巩昌变电站,1号主变压器,0.1,,,,,,27M00000013191714,7
全国,陕西,330kV,330kV古渡变电站,1#主变压器,0.1,,,,,,26M00000012487961,0
全国,陕西,330kV,330kV古渡变电站,2#主变压器,0.1,,,,,,26M00000012487978,8
全国,甘肃,330kV,330kV古浪变电站,2号主变压器,0.1,,,,,,27M00000010365533,1
全国,甘肃,330kV,330kV古浪变电站,1号主变压器,0.1,,,,,,27M00000010365769,9
全国,甘肃,330kV,330kV瓜州变电站,1号主变压器,0.1,,,,,,27M00000013558980,5
全国,甘肃,330kV,330kV瓜州变电站,2号主变压器,0.1,,,,,,27M00000010366666,4
全国,甘肃,330kV,330kV光辉变电站,1号主变压器,0.1,,,,,,27M00000018993232,3
全国,甘肃,330kV,330kV光辉变电站,2号主变压器,0.1,,,,,,27M00000018993269,8
全国,甘肃,330kV,330kV海石湾变电站,3号主变压器,0.1,,,,,,27M00000010350402,0
全国,甘肃,330kV,330kV海石湾变电站,1号主变压器,0.1,,,,,,27M00000010350400,5
全国,甘肃,330kV,330kV海石湾变电站,2号主变压器,0.1,,,,,,27M00000010350401,1
全国,陕西,330kV,330kV汉中变电站,2#主变压器,0.1,,,,,,26M00000012048120,7
全国,陕西,330kV,330kV汉中变电站,3#主变压器,0.1,,,,,,26M00000018936336,9
全国,陕西,330kV,330kV汉中变电站,1#主变压器,0.1,,,,,,26M00000021705847,5
全国,陕西,330kV,330kV郝家变电站,2#主变压器,0.1,,,,,,26M00000012092103,1
全国,陕西,330kV,330kV郝家变电站,1号主变压器,0.1,,,,,,26M00000012090686,3
全国,甘肃,330kV,330kV和平变电站,1号主变压器,0.1,,,,,,27M00000010353738,0
全国,甘肃,330kV,330kV和平变电站,2号主变压器,0.1,,,,,,27M00000010353741,7
全国,陕西,330kV,330kV河寨变电站,3#主变压器,0.1,,,,,,26M00000012299467,6
全国,陕西,330kV,330kV河寨变电站,1#主变压器,0.1,,,,,,26M00000012024290,0
全国,陕西,330kV,330kV河寨变电站,2#主变压器,0.1,,,,,,26M00000012024289,8
全国,甘肃,330kV,330kV黑河变电站,2号主变压器,0.1,,,,,,27M00000022250361,5
全国,甘肃,330kV,330kV黑河变电站,1号主变压器,0.1,,,,,,27M00000018998952,9
全国,甘肃,330kV,330kV红柳变电站,3号主变压器,0.1,,,,,,27M00000017509603,7
全国,甘肃,330kV,330kV红柳变电站,2号主变压器,0.1,,,,,,27M00000017509574,4
全国,甘肃,330kV,330kV红沙岗变电站,1号主变压器,0.1,,,,,,27M00000043817193,9
全国,甘肃,330kV,330kV红沙岗变电站,2号主变压器,0.1,,,,,,27M00000043830291,7
全国,陕西,330kV,330kV黄陵变电站,3#主变压器,0.1,,,,,,26M00000019149376,3
全国,陕西,330kV,330kV黄陵变电站,1#主变压器,0.1,,,,,,26M00000011922860,9
全国,陕西,330kV,330kV黄陵变电站,2#主变压器,0.1,,,,,,26M00000011922859,2
全国,甘肃,330kV,330kV嘉峪关变电站,2号主变压器,0.1,,,,,,27M00000010367230,7
全国,甘肃,330kV,330kV嘉峪关变电站,1号主变压器,0.1,,,,,,27M00000010367229,1
全国,甘肃,330kV,330kV嘉峪关变电站,3号主变压器,0.1,,,,,,27M00000017181308,8
全国,甘肃,330kV,330kV金昌变电站,1号主变压器,0.1,,,,,,27M00000010373019,8
全国,甘肃,330kV,330kV金昌变电站,2号主变压器,0.1,,,,,,27M00000010373020,9
全国,甘肃,330kV,330kV金昌变电站,3号主变压器,0.1,,,,,,27M00000010373021,9
全国,陕西,330kV,330kV金锁变电站,2#主变压器,0.1,,,,,,26M00000011965241,3
全国,陕西,330kV,330kV金锁变电站,1#主变压器,0.1,,,,,,26M00000011965240,3
全国,陕西,330kV,330kV金州变电站,2#主变压器,0.1,,,,,,26M00000011920769,1
全国,陕西,330kV,330kV金州变电站,1#主变压器,0.1,,,,,,26M00000011920768,0
全国,甘肃,330kV,330kV兰州西变电站,2号主变压器,0.1,,,,,,27M00000016993754,7
全国,甘肃,330kV,330kV兰州西变电站,1号主变压器,0.1,,,,,,27M00000010352473,2
全国,甘肃,330kV,330kV兰州西变电站,3号主变压器,0.1,,,,,,27M00000010352474,5
全国,甘肃,330kV,330kV雷台变电站,2号主变压器,0.1,,,,,,27M00000021540085,6
全国,甘肃,330kV,330kV雷台变电站,1号主变压器,0.1,,,,,,27M00000021542562,4
全国,甘肃,330kV,330kV凉州变电站,1号主变压器,0.1,,,,,,27M00000010365021,5
全国,甘肃,330kV,330kV凉州变电站,2号主变压器,0.1,,,,,,27M00000010365020,4
全国,甘肃,330kV,330kV临江变电站,1号主变压器,0.1,,,,,,27M00000018872141,8
全国,甘肃,330kV,330kV临江变电站,3号主变压器,0.1,,,,,,27M00000017290330,1
全国,甘肃,330kV,330kV临江变电站,2号主变压器,0.1,,,,,,27M00000017237067,2
全国,甘肃,330kV,330kV临洮变电站,1号主变压器,0.1,,,,,,27M00000019916080,2
全国,甘肃,330kV,330kV临洮变电站,2号主变压器,0.1,,,,,,27M00000010358500,8
全国,陕西,330kV,330kV龙泉变电站,3#主变压器,0.1,,,,,,26M00000013374367,8
全国,陕西,330kV,330kV龙泉变电站,2#主变压器,0.1,,,,,,26M00000013374369,7
全国,甘肃,330kV,330kV陇西变电站,1号主变压器,0.1,,,,,,27M00000010371665,9
全国,甘肃,330kV,330kV陇西变电站,2号主变压器,0.1,,,,,,27M00000010360035,8
全国,甘肃,330kV,330kV芦阳变电站,3号主变压器,0.1,,,,,,27M00000016645695,9
全国,陕西,330kV,330kV鹿城变电站,1#主变压器,0.1,,,,,,26M00000012003480,0
全国,陕西,330kV,330kV鹿城变电站,2#主变压器,0.1,,,,,,26M00000012003479,9
全国,甘肃,330kV,330kV绿源变电站,3号主变压器,0.1,,,,,,27M00000014040093,3
全国,甘肃,330kV,330kV绿源变电站,2号主变压器,0.1,,,,,,27M00000013978427,2
全国,陕西,330kV,330kV罗夫变电站,1#主变压器,0.1,,,,,,26M00000011981260,0
全国,陕西,330kV,330kV罗夫变电站,2#主变压器,0.1,,,,,,26M00000011981259,2
全国,甘肃,330kV,330kV洛大变电站,1号主变压器,0.1,,,,,,27M00000013406186,2
全国,甘肃,330kV,330kV洛大变电站,2号主变压器,0.1,,,,,,27M00000010346540,7
全国,甘肃,330kV,330kV骆驼城变电站,2号主变压器,0.1,,,,,,27M00000020535131,0
全国,陕西,330kV,330kV马营变电站,2#主变压器,0.1,,,,,,26M00000018636446,2
全国,陕西,330kV,330kV马营变电站,1#主变压器,0.1,,,,,,26M00000011920344,0
全国,甘肃,330kV,330kV眉岘变电站,1号主变压器,0.1,,,,,,27M00000010365684,8
全国,甘肃,330kV,330kV眉岘变电站,2号主变压器,0.1,,,,,,27M00000010365683,5
全国,甘肃,330kV,330kV木钵变电站,1号主变压器,0.1,,,,,,27M00000045336003,8
全国,甘肃,330kV,330kV木钵变电站,2号主变压器,0.1,,,,,,27M00000045340571,8
全国,陕西,330kV,330kV南郊变电站,3#主变压器,0.1,,,,,,26M00000012023596,9
全国,陕西,330kV,330kV南郊变电站,1#主变压器,0.1,,,,,,26M00000012023597,0
全国,陕西,330kV,330kV南郊变电站,2#主变压器,0.1,,,,,,26M00000017028155,1
全国,陕西,330kV,330kV聂刘变电站,3#主变压器,0.1,,,,,,26M00000013622701,6
全国,陕西,330kV,330kV聂刘变电站,2#主变压器,0.1,,,,,,26M00000013868391,2
全国,陕西,330kV,330kV聂刘变电站,1#主变压器,0.1,,,,,,26M00000012294202,6
全国,甘肃,330kV,330kV彭家坪变电站,2号主变压器,0.1,,,,,,27M00000013448661,6
全国,甘肃,330kV,330kV彭家坪变电站,1号主变压器,0.1,,,,,,27M00000013448600,2
全国,甘肃,330kV,330kV七里镇变电站,2号主变压器,0.1,,,,,,27M00000044721146,1
全国,甘肃,330kV,330kV七里镇变电站,1号主变压器,0.1,,,,,,27M00000043949736,4
全国,陕西,330kV,330kV桥陵变电站,2#主变压器,0.1,,,,,,26M00000012061499,0
全国,陕西,330kV,330kV桥陵变电站,1#主变压器,0.1,,,,,,26M00000012059144,0
全国,甘肃,330kV,330kV秦安变电站,2号主变压器,0.1,,,,,,27M00000010379397,3
全国,甘肃,330kV,330kV秦安变电站,1号主变压器,0.1,,,,,,27M00000010332240,5
全国,甘肃,330kV,330kV秦安变电站,1号主变压器,0.1,,,,,,27M00000148937582,1
全国,甘肃,330kV,330kV晒金变电站,2号主变压器,0.1,,,,,,27M00000010344871,3
全国,甘肃,330kV,330kV晒金变电站,1号主变压器,0.1,,,,,,27M00000010316692,9
全国,甘肃,330kV,330kV山丹变电站,3号主变压器,0.1,,,,,,27M00000022296594,7
全国,甘肃,330kV,330kV山丹变电站,1号主变压器,0.1,,,,,,27M00000010368690,8
全国,甘肃,330kV,330kV山丹变电站,2号主变压器,0.1,,,,,,27M00000010368691,9
全国,甘肃,330kV,330kV上河湾变电站,1号主变压器,0.1,,,,,,27M00000022073018,4
全国,甘肃,330kV,330kV上河湾变电站,2号主变压器,0.1,,,,,,27M00000022073022,8
全国,陕西,330kV,330kV上苑变电站,2#主变压器,0.1,,,,,,26M00000012023710,2
全国,陕西,330kV,330kV上苑变电站,3#主变压器,0.1,,,,,,26M00000012023039,2
全国,陕西,330kV,330kV上苑变电站,1#主变压器,0.1,,,,,,26M00000021358784,7
全国,陕西,330kV,330kV神木变电站,#2主变压器,0.1,,,,,,26M00000012000712,8
全国,陕西,330kV,330kV神木变电站,#1主变压器,0.1,,,,,,26M00000012000711,3
全国,甘肃,330kV,330kV石城变电站,3号主变压器,0.1,,,,,,27M00000022238635,7
全国,甘肃,330kV,330kV石城变电站,2号主变压器,0.1,,,,,,27M00000148151940,7
全国,甘肃,330kV,330kV石城变电站,1号主变压器,0.1,,,,,,27M00000010358589,6
全国,甘肃,330kV,330kV石城变电站,3号主变压器,0.1,,,,,,27M00000010358588,3
全国,甘肃,330kV,330kV石城变电站,2号主变压器,0.1,,,,,,27M00000010358587,2
全国,甘肃,330kV,330kV双湾变电站,2号主变压器,0.1,,,,,,27M00000010365377,5
全国,甘肃,330kV,330kV双湾变电站,3号主变压器,0.1,,,,,,27M00000010365378,1
全国,甘肃,330kV,330kV双湾变电站,1号主变压器,0.1,,,,,,27M00000017320614,3
全国,陕西,330kV,330kV顺正变电站,2#主变压器,0.1,,,,,,26M00000014035535,6
全国,陕西,330kV,330kV顺正变电站,1#主变压器,0.1,,,,,,26M00000014035516,0
全国,陕西,330kV,330kV绥德变电站,1#主变压器,0.1,,,,,,26M00000012000224,4
全国,陕西,330kV,330kV绥德变电站,2#主变压器,0.1,,,,,,26M00000012151270,5
全国,陕西,330kV,330kV汤峪变电站,1#主变压器,0.1,,,,,,26M00000011920346,3
全国,陕西,330kV,330kV桃曲变电站,1#主变压器,0.1,,,,,,26M00000011963439,5
全国,陕西,330kV,330kV桃曲变电站,2#主变压器,0.1,,,,,,26M00000016068689,3
全国,甘肃,330kV,330kV桃树村变电站,1号主变压器,0.1,,,,,,27M00000010356977,4
全国,甘肃,330kV,330kV桃树村变电站,2号主变压器,0.1,,,,,,27M00000010356978,3
全国,甘肃,330kV,330kV天水变电站,1号主变压器,0.1,,,,,,27M00000010361756,4
全国,甘肃,330kV,330kV天水变电站,2号主变压器,0.1,,,,,,27M00000010332003,6
全国,陕西,330kV,330kV统万变电站,3#主变压器,0.1,,,,,,26M00000013347499,8
全国,陕西,330kV,330kV统万变电站,2#主变压器,0.1,,,,,,26M00000013344562,1
全国,甘肃,330kV,330kV万红变电站,3号主变压器,0.1,,,,,,27M00000013278444,5
全国,甘肃,330kV,330kV万红变电站,2号主变压器,0.1,,,,,,27M00000013278326,7
全国,陕西,330kV,330kV王塬变电站,1#主变压器,0.1,,,,,,26M00000012310549,5
全国,陕西,330kV,330kV王塬变电站,2#主变压器,0.1,,,,,,26M00000011967684,0
全国,陕西,330kV,330kV渭南变电站,2#主变压器,0.1,,,,,,26M00000011981641,7
全国,陕西,330kV,330kV渭南变电站,1#主变压器,0.1,,,,,,26M00000011981642,6
全国,陕西,330kV,330kV渭南变电站,3#主变压器,0.1,,,,,,26M00000012186393,0
全国,陕西,330kV,330kV渭南变电站,2#主变压器,0.1,,,,,,26M00000021958985,5
全国,甘肃,330kV,330kV卧龙川变电站,2号主变压器,0.1,,,,,,27M00000018788001,1
全国,甘肃,330kV,330kV卧龙川变电站,4号主变压器,0.1,,,,,,27M00000018788311,2
全国,甘肃,330kV,330kV卧龙川变电站,3号主变压器,0.1,,,,,,27M00000018771264,7
全国,甘肃,330kV,330kV武都变电站,1号主变压器,0.1,,,,,,27M00000010620526,1
全国,甘肃,330kV,330kV武都变电站,2号主变压器,0.1,,,,,,27M00000010620532,6
全国,陕西,330kV,330kV武侯变电站,2#主变压器,0.1,,,,,,26M00000012050206,6
全国,陕西,330kV,330kV武侯变电站,1#主变压器,0.1,,,,,,26M00000012050205,6
全国,甘肃,330kV,330kV西峰变电站,1号主变压器,0.1,,,,,,27M00000022210372,7
全国,甘肃,330kV,330kV西峰变电站,3号主变压器,0.1,,,,,,27M00000010363110,0
全国,甘肃,330kV,330kV西峰变电站,1号主变压器,0.1,,,,,,27M00000010363108,7
全国,甘肃,330kV,330kV西峰变电站,2号主变压器,0.1,,,,,,27M00000010363107,1
全国,陕西,330kV,330kV西庄变电站,1#主变压器,0.1,,,,,,26M00000011981643,3
全国,陕西,330kV,330kV西庄变电站,2#主变压器,0.1,,,,,,26M00000011981644,2
全国,甘肃,330kV,330kV先锋变电站,3号主变压器,0.1,,,,,,27M00000016927234,3
全国,甘肃,330kV,330kV先锋变电站,4号主变压器,0.1,,,,,,27M00000020891957,2
全国,甘肃,330kV,330kV先锋变电站,2号主变压器,0.1,,,,,,27M00000016927230,5
全国,陕西,330kV,330kV咸林变电站,2#主变压器,0.1,,,,,,26M00000018354767,0
全国,陕西,330kV,330kV咸林变电站,3#主变压器,0.1,,,,,,26M00000018354739,7
全国,陕西,330kV,330kV香溪变电站,2#主变压器,0.1,,,,,,26M00000021391586,4
全国,陕西,330kV,330kV香溪变电站,1#主变压器,0.1,,,,,,26M00000021391507,7
全国,甘肃,330kV,330kV响泉变电站,2号主变压器,0.1,,,,,,27M00000012677165,9
全国,甘肃,330kV,330kV响泉变电站,1号主变压器,0.1,,,,,,27M00000012633303,6
全国,陕西,330kV,330kV新盛变电站,2#主变压器,0.1,,,,,,26M00000015938743,9
全国,陕西,330kV,330kV新盛变电站,3#主变压器,0.1,,,,,,26M00000016083934,8
全国,甘肃,330kV,330kV新庄变电站,1号主变压器,0.1,,,,,,27M00000010360430,6
全国,甘肃,330kV,330kV新庄变电站,2号主变压器,0.1,,,,,,27M00000010360431,9
全国,陕西,330kV,330kV星城变电站,1#主变压器,0.1,,,,,,26M00000021718403,9
全国,陕西,330kV,330kV星城变电站,3#主变压器,0.1,,,,,,26M00000022231999,1
全国,陕西,330kV,330kV星城变电站,2#主变压器,0.1,,,,,,26M00000021718404,0
全国,甘肃,330kV,330kV兴仁变电站,3号主变压器,0.1,,,,,,27M00000020636539,8
全国,甘肃,330kV,330kV兴仁变电站,2号主变压器,0.1,,,,,,27M00000020634337,3
全国,甘肃,330kV,330kV雄关变电站,2号主变压器,0.1,,,,,,27M00000021524633,2
全国,甘肃,330kV,330kV雄关变电站,1号主变压器,0.1,,,,,,27M00000021524616,8
全国,陕西,330kV,330kV延安变电站,1#主变压器,0.1,,,,,,26M00000014415645,0
全国,陕西,330kV,330kV延安变电站,2#主变压器,0.1,,,,,,26M00000013655172,2
全国,甘肃,330kV,330kV银城变电站,1号主变压器,0.1,,,,,,27M00000010347221,7
全国,甘肃,330kV,330kV银城变电站,2号主变压器,0.1,,,,,,27M00000010379129,8
全国,甘肃,330kV,330kV银城变电站,3号主变压器,0.1,,,,,,27M00000010347222,3
全国,陕西,330kV,330kV雍城变电站,2#主变压器,0.1,,,,,,26M00000011920347,2
全国,陕西,330kV,330kV雍城变电站,1#主变压器,0.1,,,,,,26M00000011920062,6
全国,甘肃,330kV,330kV永登变电站,3号主变压器,0.1,,,,,,27M00000010351827,5
全国,甘肃,330kV,330kV永登变电站,1号主变压器,0.1,,,,,,27M00000010351828,1
全国,甘肃,330kV,330kV永登变电站,2号主变压器,0.1,,,,,,27M00000010351830,7
全国,陕西,330kV,330kV榆林变电站,1#主变压器,0.1,,,,,,26M00000012000162,3
全国,陕西,330kV,330kV榆林变电站,2#主变压器,0.1,,,,,,26M00000012000163,5
全国,甘肃,330kV,330kV玉门变电站,1号主变压器,0.1,,,,,,27M00000010366902,9
全国,甘肃,330kV,330kV玉门变电站,2号主变压器,0.1,,,,,,27M00000010366950,8
全国,陕西,330kV,330kV张村变电站,2#主变压器,0.1,,,,,,26M00000015519064,3
全国,陕西,330kV,330kV张村变电站,3#主变压器,0.1,,,,,,26M00000013584031,9
全国,陕西,330kV,330kV张村变电站,1#主变压器,0.1,,,,,,26M00000012002384,1
全国,甘肃,330kV,330kV张掖变电站,2号主变压器,0.1,,,,,,27M00000010366952,1
全国,甘肃,330kV,330kV张掖变电站,1号主变,0.1,,,,,,27M00000010366951,2
全国,甘肃,330kV,330kV中川变电站,2号主变压器,0.1,,,,,,27M00000000044279,4
全国,甘肃,330kV,330kV中川变电站,3号主变压器,0.1,,,,,,27M00000000044280,9
全国,陕西,330kV,330kV朱家变电站,2#主变压器,0.1,,,,,,26M00000011922862,0
全国,陕西,330kV,330kV朱家变电站,3#主变压器,0.1,,,,,,26M00000021923202,7
全国,陕西,330kV,330kV朱家变电站,1#主变压器,0.1,,,,,,26M00000011922861,1
全国,陕西,330kV,330kV庄头变电站,1#主变压器,0.1,,,,,,26M00000011969436,0
全国,陕西,330kV,330kV庄头变电站,2#主变压器,0.1,,,,,,26M00000011969437,4
全国,甘肃,330kV,330kV子城变电站,3号主变压器,0.1,,,,,,27M00000020938815,4
全国,甘肃,330kV,330kV子城变电站,2号主变压器,0.1,,,,,,27M00000020936955,6
全国,陕西,330kV,330kV柞水变电站,1#主变压器,0.1,,,,,,26M00000012001943,9
全国,陕西,330kV,330kV柞水变电站,2#主变压器,0.1,,,,,,26M00000012002654,7
全国,陕西,330kV,330kV沣河变电站,1#主变压器,0.1,,,,,,26M00000011966196,4
全国,陕西,330kV,330kV沣河变电站,3#主变压器,0.1,,,,,,26M00000012097899,1
全国,陕西,330kV,330kV沣河变电站,2#主变压器,0.1,,,,,,26M00000011969317,5
全国,陕西,330kV,330kV桢州变电站,2#主变压器,0.1,,,,,,26M00000013974972,0
全国,陕西,330kV,330kV桢州变电站,1#主变压器,0.1,,,,,,26M00000013974831,4
全国,陕西,330kV,330kV硖石变电站,3#主变压器,0.1,,,,,,26M00000014099309,5
全国,陕西,330kV,330kV硖石变电站,1#主变压器,0.1,,,,,,26M00000012059198,2
全国,陕西,330kV,330kV麟州变电站,2#主变压器,0.1,,,,,,26M00000014175334,6
全国,陕西,330kV,330kV麟州变电站,1#主变压器,0.1,,,,,,26M00000013680591,0
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#2主变,0.1,,,,,,16M00000003757155,5
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#2主变,0.1,,,,,,16M00000003757333,2
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#2主变,0.1,,,,,,16M00000003762945,4
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#3主变,0.1,,,,,,16M00000003757335,8
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#3主变,0.1,,,,,,16M00000003757336,1
全国,湖南,500kV,500kV艾家冲变电站,艾家冲变#3主变,0.1,,,,,,16M00000003766000,4
全国,湖北,500kV,500kV安福变电站,安#3A相主变,0.1,,,,,,15M00000013974695,3
全国,湖北,500kV,500kV安福变电站,安#3C相主变,0.1,,,,,,15M00000013974701,3
全国,湖北,500kV,500kV安福变电站,安#3B相主变,0.1,,,,,,15M00000013974698,5
全国,湖北,500kV,500kV安福变电站,安#2C相主变,0.1,,,,,,15M00000013974717,8
全国,湖北,500kV,500kV安福变电站,安#2B相主变,0.1,,,,,,15M00000013974714,0
全国,湖北,500kV,500kV安福变电站,安#2A相主变,0.1,,,,,,15M00000013974711,6
全国,重庆,500kV,500kV巴南变电站,2#主变B相变压器,0.1,,,,,,20M10000000019592,8
全国,重庆,500kV,500kV巴南变电站,2#主变A相变压器,0.1,,,,,,20M10000000019591,6
全国,重庆,500kV,500kV巴南变电站,1#主变A相变压器,0.1,,,,,,20M10000000019571,9
全国,重庆,500kV,500kV巴南变电站,1#主变C相变压器,0.1,,,,,,20M10000000019573,3
全国,重庆,500kV,500kV巴南变电站,1#主变B相变压器,0.1,,,,,,20M10000000019572,1
全国,重庆,500kV,500kV巴南变电站,2#主变C相变压器,0.1,,,,,,20M10000000019593,4
全国,四川,500kV,500kV巴中变电站,2#主变压器A相,0.1,,,,,,19M00000003065400,4
全国,四川,500kV,500kV巴中变电站,2#主变压器C相,0.1,,,,,,19M00000002957960,4
全国,四川,500kV,500kV巴中变电站,1#主变压器C相,0.1,,,,,,19M00000003019157,2
全国,四川,500kV,500kV巴中变电站,1#主变压器B相,0.1,,,,,,19M00000003003640,4
全国,四川,500kV,500kV巴中变电站,1#主变压器A相,0.1,,,,,,19M00000003003445,5
全国,四川,500kV,500kV巴中变电站,2#主变压器B相,0.1,,,,,,19M00000002936956,2
