Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,sbbm,colorLevel
全国,江苏,500kV,常熟变,5号主变B相,0.1,,,,,,10M00000137121781,1
全国,江苏,500kV,常熟变,5号主变C相,0.1,,,,,,10M00000137121758,8
全国,江苏,500kV,常熟变,3号主变C相,0.1,,,,,,10M00000135146969,1
全国,湖南,500kV,长阳铺变电站,#1B相主变,0.1,,,,,,16M00000003757150,0
全国,湖南,500kV,长阳铺变电站,#1C相主变,0.1,,,,,,16M00000003757151,3
全国,湖南,500kV,长阳铺变电站,#1A相主变,0.1,,,,,,16M00000003765685,6
全国,北京,500kV,朝阳500kV站,2#B相主变压器,0.1,,,,,,02M10000000117112,5
全国,北京,500kV,朝阳500kV站,1#B相主变压器,0.1,,,,,,02M10000000117116,5
全国,北京,500kV,朝阳500kV站,2#C相主变压器,0.1,,,,,,02M10000000117114,4
全国,北京,500kV,朝阳500kV站,1#A相主变压器,0.1,,,,,,02M10000000117115,7
全国,北京,500kV,朝阳500kV站,2#A相主变压器,0.1,,,,,,02M10000000117113,2
全国,北京,500kV,朝阳500kV站,1#C相主变压器,0.1,,,,,,02M10000000117117,7
全国,江苏,500kV,车坊变,2号主变C相,0.1,,,,,,10M00000154295523,6
全国,江苏,500kV,车坊变,2号主变B相,0.1,,,,,,10M00000154295538,5
全国,江苏,500kV,车坊变,3号主变B相,0.1,,,,,,10M00000000271479,0
全国,江苏,500kV,车坊变,2号主变A相,0.1,,,,,,10M00000154295553,0
全国,江苏,500kV,车坊变,3号主变C相,0.1,,,,,,10M00000000271478,0
全国,江苏,500kV,车坊变,3号主变A相,0.1,,,,,,10M51111111320786,0
全国,江苏,500kV,车坊变,1号主变B相,0.1,,,,,,10M00000148421796,9
全国,江苏,500kV,车坊变,1号主变C相,0.1,,,,,,10M00000148421781,0
全国,江苏,500kV,车坊变,3号主变C相,0.1,,,,,,10M00000145423104,4
全国,江苏,500kV,车坊变,3号主变A相,0.1,,,,,,10M00000145423134,3
全国,江苏,500kV,车坊变,1号主变A相,0.1,,,,,,10M00000148421811,2
全国,江苏,500kV,车坊变,3号主变B相,0.1,,,,,,10M00000145423119,9
全国,福建,500kV,陈田变电所,#3B联变,0.1,,,,,,13M0100KA00000013,4
全国,福建,500kV,陈田变电所,#2C联变,0.1,,,,,,13M0100G000000064,3
全国,福建,500kV,陈田变电所,#2A联变,0.1,,,,,,13M0100G000000062,4
全国,福建,500kV,陈田变电所,#3C联变,0.1,,,,,,13M0100KA00000014,1
全国,福建,500kV,陈田变电所,#3A联变,0.1,,,,,,13M0100KA00000012,7
全国,福建,500kV,陈田变电所,#2B联变,0.1,,,,,,13M0100G000000063,0
全国,北京,500kV,城北500kV站,2#B相主变压器,0.1,,,,,,02M10000000784455,8
全国,北京,500kV,城北500kV站,2#A相主变压器,0.1,,,,,,02M10000000784454,8
全国,北京,500kV,城北500kV站,1#B相主变压器,0.1,,,,,,02M10000000783944,3
全国,北京,500kV,城北500kV站,1#A相主变压器,0.1,,,,,,02M10000000783943,0
全国,北京,500kV,城北500kV站,1#C相主变压器,0.1,,,,,,02M10000000783945,7
全国,北京,500kV,城北500kV站,2#C相主变压器,0.1,,,,,,02M10000000784456,6
全国,辽宁,500kV,程家500kV变电站,3#B相主变压器,0.1,,,,,,22M00000023753689,2
全国,辽宁,500kV,程家500kV变电站,3#A相主变压器,0.1,,,,,,22M00000023753685,2
全国,辽宁,500kV,程家500kV变电站,3#C相主变压器,0.1,,,,,,22M00000023753693,3
全国,冀北,500kV,承德变电站,3号主变C相,0.1,,,,,,01M10000000039266,6
全国,冀北,500kV,承德变电站,3号主变A相,0.1,,,,,,01M10000000039267,0
全国,冀北,500kV,承德变电站,2号主变A相,0.1,,,,,,01M10000000252787,4
全国,冀北,500kV,承德变电站,2号主变B相,0.1,,,,,,01M10000000039268,2
全国,冀北,500kV,承德变电站,3号主变B相,0.1,,,,,,01M10000000039265,2
全国,冀北,500kV,承德变电站,2号主变C相,0.1,,,,,,01M10000000039272,2
全国,湖南,500kV,船山变电站,#2B相主变,0.1,,,,,,16M00000003763999,8
全国,湖南,500kV,船山变电站,#1B相主变,0.1,,,,,,16M00000003784909,6
全国,湖南,500kV,船山变电站,#2C相主变,0.1,,,,,,16M00000003764000,0
全国,湖南,500kV,船山变电站,#2A相主变,0.1,,,,,,16M00000003763998,1
全国,湖南,500kV,船山变电站,#1C相主变,0.1,,,,,,16M00000007840618,2
全国,湖南,500kV,船山变电站,#1A相主变,0.1,,,,,,16M00000007840651,4
全国,浙江,500kV,春晓变,#2主变C相,0.1,,,,,,11M00000000598406,3
全国,浙江,500kV,春晓变,#3主变C相,0.1,,,,,,11M00000000598400,4
全国,浙江,500kV,春晓变,#3主变B相,0.1,,,,,,11M00000000598399,4
全国,浙江,500kV,春晓变,#3主变A相,0.1,,,,,,11M00000000598777,6
全国,浙江,500kV,春晓变,#4主变C相,0.1,,,,,,11M30000561352640,7
全国,浙江,500kV,春晓变,#2主变B相,0.1,,,,,,11M00000000598404,8
全国,浙江,500kV,春晓变,#2主变A相,0.1,,,,,,11M00000000598402,1
全国,浙江,500kV,春晓变,#4主变A相,0.1,,,,,,11M30000561353390,1
全国,浙江,500kV,春晓变,#4主变B相,0.1,,,,,,11M30000561353457,5
全国,湖北,500kV,磁湖变电站,磁#2C相主变,0.1,,,,,,15M00000007469511,3
全国,湖北,500kV,磁湖变电站,磁#2A相主变,0.1,,,,,,15M00000007469510,7
全国,湖北,500kV,磁湖变电站,磁#1B相主变,0.1,,,,,,15M00000007469789,8
全国,湖北,500kV,磁湖变电站,磁#1C相主变,0.1,,,,,,15M00000007469788,7
全国,湖北,500kV,磁湖变电站,磁#2B相主变,0.1,,,,,,15M00000007469509,9
全国,湖北,500kV,磁湖变电站,磁#1A相主变,0.1,,,,,,15M00000007469719,4
全国,河北,500kV,慈云500kV变电站,3号C相主变压器,0.1,,,,,,04M00000011305487,1
全国,河北,500kV,慈云500kV变电站,3号B相主变压器,0.1,,,,,,04M00000011305485,5
全国,河北,500kV,慈云500kV变电站,2号B相主变压器,0.1,,,,,,04M00000011305598,6
全国,河北,500kV,慈云500kV变电站,2号C相主变压器,0.1,,,,,,04M00000011305600,5
全国,河北,500kV,慈云500kV变电站,3号A相主变压器,0.1,,,,,,04M00000009242443,5
全国,河北,500kV,慈云500kV变电站,2号A相主变压器,0.1,,,,,,04M00000009242439,3
全国,河北,500kV,慈云500kV变电站,4号B相主变压器,0.1,,,,,,04M00000018801969,0
全国,河北,500kV,慈云500kV变电站,4号A相主变压器,0.1,,,,,,04M00000018801967,9
全国,河北,500kV,慈云500kV变电站,4号C相主变压器,0.1,,,,,,04M00000018801972,3
全国,青海,330kV,达坂变电站,#1主变压器,0.1,,,,,,28M00000804506554,4
全国,青海,330kV,达坂变电站,#2主变压器,0.1,,,,,,28M00000804506570,3
全国,陕西,330kV,大保当变电站,1#主变压器,0.1,,,,,,26M00000015536754,3
全国,陕西,330kV,大保当变电站,2#主变压器,0.1,,,,,,26M00000015537040,4
全国,青海,330kV,大石门变电站,#1主变压器,0.1,,,,,,28M01X00000005814,2
全国,青海,330kV,大石门变电站,#3主变压器,0.1,,,,,,28M01X00000000264,6
全国,青海,330kV,大石门变电站,#4主变压器,0.1,,,,,,28M01X00000005601,5
全国,青海,330kV,大石门变电站,#2主变压器,0.1,,,,,,28M01X00000003808,4
全国,辽宁,500kV,丹东北500kV变电站,500kV#1主变压器B相,0.1,,,,,,22M00000014737857,3
全国,辽宁,500kV,丹东北500kV变电站,500kV#1主变压器C相,0.1,,,,,,22M00000014737875,5
全国,辽宁,500kV,丹东北500kV变电站,500kV#2主变压器A相,0.1,,,,,,22M00000014603224,4
全国,辽宁,500kV,丹东北500kV变电站,500kV#1主变压器A相,0.1,,,,,,22M00000014737839,5
全国,辽宁,500kV,丹东北500kV变电站,500kV#2主变压器C相,0.1,,,,,,22M00000014603340,3
全国,辽宁,500kV,丹东北500kV变电站,500kV#2主变压器B相,0.1,,,,,,22M00000014603322,6
全国,浙江,500kV,丹溪变,#3主变B相,0.1,,,,,,11M00000000012982,5
全国,浙江,500kV,丹溪变,#2主变A相,0.1,,,,,,11M00000000012979,7
全国,浙江,500kV,丹溪变,#3主变A相,0.1,,,,,,11M00000000012981,2
全国,浙江,500kV,丹溪变,#2主变C相,0.1,,,,,,11M00000000012977,9
全国,浙江,500kV,丹溪变,#1主变B相,0.1,,,,,,11M00000000012976,4
全国,浙江,500kV,丹溪变,#3主变C相,0.1,,,,,,11M00000000012980,7
全国,浙江,500kV,丹溪变,#1主变C相,0.1,,,,,,11M00000000012974,7
全国,浙江,500kV,丹溪变,#1主变A相,0.1,,,,,,11M00000000012975,2
全国,浙江,500kV,丹溪变,#2主变B相,0.1,,,,,,11M00000000012978,9
全国,湖北,500kV,道观河变电站,道#2A相主变,0.1,,,,,,15M00000015028424,7
全国,湖北,500kV,道观河变电站,道#2B相主变,0.1,,,,,,15M00000015028427,5
全国,湖北,500kV,道观河变电站,道#2C相主变,0.1,,,,,,15M00000015028430,6
全国,冀北,500kV,甸头变电站,2号主变C相,0.1,,,,,,01M00000000265593,7
全国,冀北,500kV,甸头变电站,2号主变B相,0.1,,,,,,01M00000000265592,8
全国,冀北,500kV,甸头变电站,2号主变A相,0.1,,,,,,01M00000000265591,5
全国,冀北,500kV,甸头变电站,3号主变C相,0.1,,,,,,01M00000000265589,7
全国,冀北,500kV,甸头变电站,3号主变A相,0.1,,,,,,01M00000000265587,4
全国,冀北,500kV,甸头变电站,3号主变B相,0.1,,,,,,01M00000000265588,0
全国,青海,330kV,丁香变电站,#2主变压器,0.1,,,,,,28M00000802867632,6
全国,青海,330kV,丁香变电站,#1主变压器,0.1,,,,,,28M00000802856932,9
全国,吉林,500kV,东丰500kV变电站,3号主变压器A相,0.1,,,,,,23M00000009599472,4
全国,吉林,500kV,东丰500kV变电站,2号主变压器B相,0.1,,,,,,23M00000009599392,2
全国,吉林,500kV,东丰500kV变电站,3号主变压器C相,0.1,,,,,,23M00000009599600,8
全国,吉林,500kV,东丰500kV变电站,1号主变压器B相,0.1,,,,,,23M00000009599218,2
全国,吉林,500kV,东丰500kV变电站,2号主变压器C相,0.1,,,,,,23M00000009599456,0
全国,吉林,500kV,东丰500kV变电站,2号主变压器A相,0.1,,,,,,23M00000009599328,6
全国,吉林,500kV,东丰500kV变电站,3号主变压器B相,0.1,,,,,,23M00000009599536,6
全国,吉林,500kV,东丰500kV变电站,1号主变压器A相,0.1,,,,,,23M00000009600502,2
全国,吉林,500kV,东丰500kV变电站,1号主变压器C相,0.1,,,,,,23M00000009599290,8
全国,陕西,330kV,东郊变电站,2#主变压器,0.1,,,,,,26M00000017884202,8
全国,陕西,330kV,东郊变电站,1#主变压器,0.1,,,,,,26M00000012023679,6
全国,陕西,330kV,东郊变电站,3#主变压器,0.1,,,,,,26M00000012023678,2
全国,天津,500kV,东丽,2#C相主变压器,0.1,,,,,,03M01000000093755,1
全国,天津,500kV,东丽,2#A相主变压器,0.1,,,,,,03M01000000094901,2
全国,天津,500kV,东丽,3#C相主变压器,0.1,,,,,,03M01000000094024,6
全国,天津,500kV,东丽,3#B相主变压器,0.1,,,,,,03M01000000094023,6
全国,天津,500kV,东丽,3#A相主变压器,0.1,,,,,,03M01000000094022,6
全国,天津,500kV,东丽,2#B相主变压器,0.1,,,,,,03M01000000093754,7
全国,江苏,500kV,东善桥变,1号主变C相,0.1,,,,,,10M00000121537332,0
全国,江苏,500kV,东善桥变,2号主变B相,0.1,,,,,,10M00000013907097,0
全国,江苏,500kV,东善桥变,2号主变C相,0.1,,,,,,10M00000013907095,3
全国,江苏,500kV,东善桥变,1号主变A相,0.1,,,,,,10M00000121537342,7
全国,江苏,500kV,东善桥变,3号主变C相,0.1,,,,,,10M00000010166855,1
全国,江苏,500kV,东善桥变,3号主变A相,0.1,,,,,,10M00000010166857,8
全国,江苏,500kV,东善桥变,3号主变B相,0.1,,,,,,10M00000010166856,2
全国,江苏,500kV,东善桥变,2号主变A相,0.1,,,,,,10M00000013907099,7
全国,江苏,500kV,东善桥变,1号主变B相,0.1,,,,,,10M00000121537337,1
全国,福建,500kV,东台变电所,#1A联变,0.1,,,,,,13M01006000000043,6
全国,福建,500kV,东台变电所,#1C联变,0.1,,,,,,13M01006000000044,9
全国,福建,500kV,东台变电所,#2C联变,0.1,,,,,,13M0100G000000053,9
全国,福建,500kV,东台变电所,#1B联变,0.1,,,,,,13M01006000000042,1
全国,福建,500kV,东台变电所,#2A联变,0.1,,,,,,13M0100G000000051,4
全国,福建,500kV,东台变电所,#2B联变,0.1,,,,,,13M0100G000000052,9
全国,江苏,500kV,东洲变,2号主变B相,0.1,,,,,,10M00000110164789,5
全国,江苏,500kV,东洲变,3号主变A相,0.1,,,,,,10M00000110164784,4
全国,江苏,500kV,东洲变,2号主变C相,0.1,,,,,,10M00000110164790,2
全国,江苏,500kV,东洲变,3号主变B相,0.1,,,,,,10M00000110164785,4
全国,江苏,500kV,东洲变,2号主变A相,0.1,,,,,,10M00000110164788,8
全国,江苏,500kV,东洲变,3号主变C相,0.1,,,,,,10M00000110164786,1
全国,辽宁,500kV,董家500kV变电站,2号B相主变压器,0.1,,,,,,22M00000023063605,1
全国,辽宁,500kV,董家500kV变电站,2号A相主变压器,0.1,,,,,,22M00000023063603,9
全国,辽宁,500kV,董家500kV变电站,2号C相主变压器,0.1,,,,,,22M00000023063604,5
全国,江苏,500kV,斗山变,3号主变A相,0.1,,,,,,10M00000138186413,7
全国,江苏,500kV,斗山变,1号主变B相,0.1,,,,,,10M00000100165782,0
全国,江苏,500kV,斗山变,3号主变B相,0.1,,,,,,10M00000140169134,4
全国,江苏,500kV,斗山变,3号主变C相,0.1,,,,,,10M00000138186417,2
全国,江苏,500kV,斗山变,1号主变A相,0.1,,,,,,10M00000100165781,5
全国,江苏,500kV,斗山变,2号主变A相,0.1,,,,,,10M00000100165789,1
全国,江苏,500kV,斗山变,2号主变C相,0.1,,,,,,10M00000100165791,5
全国,江苏,500kV,斗山变,2号主变B相,0.1,,,,,,10M00000100165790,5
全国,江苏,500kV,斗山变,1号主变C相,0.1,,,,,,10M00000100165783,8
全国,湖北,500kV,恩施变电站,恩#1B相主变,0.1,,,,,,15M00000007469582,9
全国,湖北,500kV,恩施变电站,恩#1A相主变,0.1,,,,,,15M00000007469581,1
全国,湖北,500kV,恩施变电站,恩#2B相主变,0.1,,,,,,15M00000007469580,6
全国,湖北,500kV,恩施变电站,恩#2A相主变,0.1,,,,,,15M00000007469579,2
全国,湖北,500kV,恩施变电站,恩#2C相主变,0.1,,,,,,15M00000007469652,2
全国,湖北,500kV,恩施变电站,恩#1C相主变,0.1,,,,,,15M00000007469648,4
全国,湖北,500kV,樊城变电站,樊#2C相主变,0.1,,,,,,15M00000013100792,7
全国,湖北,500kV,樊城变电站,樊#1A相主变,0.1,,,,,,15M00000007469721,8
全国,湖北,500kV,樊城变电站,樊#2B相主变,0.1,,,,,,15M00000013100789,5
全国,湖北,500kV,樊城变电站,樊#1C相主变,0.1,,,,,,15M00000007469646,3
全国,湖北,500kV,樊城变电站,樊#1B相主变,0.1,,,,,,15M00000007469587,1
全国,湖北,500kV,樊城变电站,樊#2A相主变,0.1,,,,,,15M00000013100786,4
全国,黑龙江,500kV,方正500kV变电站,2#C相主变压器,0.1,,,,,,24M00000006548377,5
全国,黑龙江,500kV,方正500kV变电站,2#A相主变压器,0.1,,,,,,24M00000006548375,3
全国,黑龙江,500kV,方正500kV变电站,2#D相主变压器,0.1,,,,,,24M00000006548401,1
全国,黑龙江,500kV,方正500kV变电站,2#B相主变压器,0.1,,,,,,24M00000006548396,8
全国,冀北,500kV,房山变电站,3号主变A相,0.1,,,,,,01M10000000039293,2
全国,冀北,500kV,房山变电站,4号主变B相,0.1,,,,,,01M10000000039289,8
全国,冀北,500kV,房山变电站,4号主变备用相O相,0.1,,,,,,01M00000001733628,5
全国,冀北,500kV,房山变电站,3号主变备用相O相,0.1,,,,,,01M00000001855237,5
全国,冀北,500kV,房山变电站,4号主变C相,0.1,,,,,,01M10000000039292,5
全国,冀北,500kV,房山变电站,1号主变A相,0.1,,,,,,01M10000000039283,1
全国,冀北,500kV,房山变电站,4号主变A相,0.1,,,,,,01M10000000039288,6
全国,冀北,500kV,房山变电站,2号主变C相,0.1,,,,,,01M10000000039287,1
全国,冀北,500kV,房山变电站,3号主变C相,0.1,,,,,,01M10000000039342,1
全国,冀北,500kV,房山变电站,3号主变B相,0.1,,,,,,01M10000000039341,8
全国,冀北,500kV,房山变电站,1号主变C相,0.1,,,,,,01M10000000039284,3
全国,冀北,500kV,房山变电站,1号主变B相,0.1,,,,,,01M10000000039285,6
全国,冀北,500kV,房山变电站,2号主变A相,0.1,,,,,,01M10000000252789,1
全国,冀北,500kV,房山变电站,2号主变B相,0.1,,,,,,01M10000000039286,8
全国,江苏,500kV,访仙变,6号主变B相,0.1,,,,,,10M00000170429996,4
全国,江苏,500kV,访仙变,#6主变A相,0.1,,,,,,10M00000170429993,9
全国,江苏,500kV,访仙变,6号主变C相,0.1,,,,,,10M00000170429998,0
全国,浙江,500kV,汾湖变,#1主变B相,0.1,,,,,,11M00000000153028,4
全国,浙江,500kV,汾湖变,#1主变C相,0.1,,,,,,11M00000000153024,5
全国,浙江,500kV,汾湖变,#2主变A相,0.1,,,,,,11M00000000153019,3
全国,浙江,500kV,汾湖变,#2主变C相,0.1,,,,,,11M00000000153011,2
全国,浙江,500kV,汾湖变,#2主变B相,0.1,,,,,,11M00000000153014,6
全国,浙江,500kV,汾湖变,#1主变A相,0.1,,,,,,11M00000000153032,8
全国,浙江,500kV,汾湖变,#3主变A相,0.1,,,,,,11M30000029751478,9
全国,浙江,500kV,汾湖变,#3主变B相,0.1,,,,,,11M30000029751598,9
全国,浙江,500kV,汾湖变,#3主变C相,0.1,,,,,,11M30000029751536,5
全国,江苏,500kV,凤城变,1号主变B相,0.1,,,,,,10M00000080094309,3
全国,江苏,500kV,凤城变,1号主变A相,0.1,,,,,,10M00000080094308,7
全国,江苏,500kV,凤城变,1号主变C相,0.1,,,,,,10M00000080094310,1
全国,江苏,500kV,凤城变,2号主变A相,0.1,,,,,,10M00000080094129,5
全国,江苏,500kV,凤城变,2号主变B相,0.1,,,,,,10M00000080094130,7
全国,江苏,500kV,凤城变,2号主变C相,0.1,,,,,,10M00000080094131,2
全国,江苏,500kV,凤城变,3号主变C相,0.1,,,,,,10M00000136734025,2
全国,江苏,500kV,凤城变,3号主变B相,0.1,,,,,,10M00000136734012,1
全国,江苏,500kV,凤城变,3号主变A相,0.1,,,,,,10M00000136733998,2
全国,湖北,500kV,凤凰山变电站,凤#2C相主变,0.1,,,,,,15M00000007469655,3
全国,湖北,500kV,凤凰山变电站,凤#2B相主变,0.1,,,,,,15M00000007469654,1
全国,湖北,500kV,凤凰山变电站,凤#2A相主变,0.1,,,,,,15M00000007469790,1
全国,湖北,500kV,凤凰山变电站,凤#1A相主变,0.1,,,,,,15M00000007469791,1
全国,湖北,500kV,凤凰山变电站,凤#1B相主变,0.1,,,,,,15M00000007469724,4
全国,湖北,500kV,凤凰山变电站,凤#1C相主变,0.1,,,,,,15M00000007469725,0
全国,湖北,500kV,凤凰山变电站,凤备用D相备用相主变,0.1,,,,,,15M00000009200112,6
全国,浙江,500kV,凤仪变,#4主变A相,0.1,,,,,,11M00000003026004,7
全国,浙江,500kV,凤仪变,#3主变C相,0.1,,,,,,11M00000000512323,0
全国,浙江,500kV,凤仪变,#3主变A相,0.1,,,,,,11M00000000512322,0
全国,浙江,500kV,凤仪变,#3主变B相,0.1,,,,,,11M00000000512321,8
全国,浙江,500kV,凤仪变,#2主变B相,0.1,,,,,,11M00000000512159,0
全国,浙江,500kV,凤仪变,#4主变C相,0.1,,,,,,11M00000003085938,2
全国,浙江,500kV,凤仪变,#2主变A相,0.1,,,,,,11M00000000512157,9
全国,浙江,500kV,凤仪变,#2主变C相,0.1,,,,,,11M00000000512158,9
全国,浙江,500kV,凤仪变,#4主变B相,0.1,,,,,,11M00000003085776,1
全国,辽宁,500kV,抚顺500kV变电站,2#A相主变压器,0.1,,,,,,22M00000023476692,8
全国,辽宁,500kV,抚顺500kV变电站,2#B相主变压器,0.1,,,,,,22M00000023477249,6
全国,辽宁,500kV,抚顺500kV变电站,2#C相主变压器,0.1,,,,,,22M00000023477238,8
全国,辽宁,500kV,抚顺500kV变电站,1#A相主变压器,0.1,,,,,,22M00000023477183,1
全国,辽宁,500kV,抚顺500kV变电站,1#C相主变压器,0.1,,,,,,22M00000023477219,8
全国,辽宁,500kV,抚顺500kV变电站,1#B相主变压器,0.1,,,,,,22M00000023477201,0
全国,江西,500kV,抚州500kV变电站,1#主变压器B相,0.1,,,,,,18M00000001273504,5
全国,江西,500kV,抚州500kV变电站,1#主变压器C相,0.1,,,,,,18M00000001273505,4
全国,江西,500kV,抚州500kV变电站,1#主变压器A相,0.1,,,,,,18M00000001273503,1
全国,江西,500kV,抚州500kV变电站,#2主变压器A相,0.1,,,,,,18M00001000146429,1
全国,江西,500kV,抚州500kV变电站,#2主变压器B相,0.1,,,,,,18M00001000146430,0
全国,江西,500kV,抚州500kV变电站,#2主变压器C相,0.1,,,,,,18M00001000146431,3
全国,湖南,500kV,复兴变电站,复兴变#1变,0.1,,,,,,16M00000003925924,7
全国,湖南,500kV,复兴变电站,复兴变#1变,0.1,,,,,,16M00000003771626,1
全国,湖南,500kV,复兴变电站,复兴变#1变,0.1,,,,,,16M00000003771627,9
全国,浙江,500kV,富阳变,#3主变B相,0.1,,,,,,11M00000000105926,0
全国,浙江,500kV,富阳变,#1主变C相,0.1,,,,,,11M00000000106051,8
全国,浙江,500kV,富阳变,#2主变A相,0.1,,,,,,11M00000000106050,2
全国,浙江,500kV,富阳变,#2主变B相,0.1,,,,,,11M00000000106049,6
全国,浙江,500kV,富阳变,#2主变C相,0.1,,,,,,11M00000000106048,2
全国,浙江,500kV,富阳变,#1主变A相,0.1,,,,,,11M00000000106053,1
全国,浙江,500kV,富阳变,#3主变A相,0.1,,,,,,11M00000000105925,1
全国,浙江,500kV,富阳变,#3主变C相,0.1,,,,,,11M00000000105930,2
全国,浙江,500kV,富阳变,#1主变B相,0.1,,,,,,11M00000000106052,5
全国,宁夏,330kV,甘露330kV变电站,2号主变压器,0.1,,,,,,29M00000007239744,9
全国,宁夏,330kV,甘露330kV变电站,1号主变压器,0.1,,,,,,29M00000007225931,2
全国,江西,500kV,赣州500kV变电站,2#主变压器B相,0.1,,,,,,18M00000000585895,0
全国,江西,500kV,赣州500kV变电站,2#主变压器C相,0.1,,,,,,18M00000000585897,5
全国,江西,500kV,赣州500kV变电站,2#主变压器A相,0.1,,,,,,18M00000000585892,8
全国,江西,500kV,赣州500kV变电站,#1主变压器C相,0.1,,,,,,18M00001000737376,8
全国,江西,500kV,赣州500kV变电站,#1主变压器B相,0.1,,,,,,18M00001000737375,8
全国,江西,500kV,赣州500kV变电站,#1主变压器A相,0.1,,,,,,18M00001000737374,0
全国,湖北,500kV,钢都变电站,钢#3A相主变,0.1,,,,,,15M00000007469504,9
全国,湖北,500kV,钢都变电站,钢#3B相主变,0.1,,,,,,15M00000007469447,0
全国,湖北,500kV,钢都变电站,钢#3C相主变,0.1,,,,,,15M00000007469503,8
全国,江苏,500kV,高邮变,5号主变B相,0.1,,,,,,10M00000173549165,5
全国,江苏,500kV,高邮变,5号主变A相,0.1,,,,,,10M00000173549143,2
全国,江苏,500kV,高邮变,5号主变C相,0.1,,,,,,10M00000173549185,8
全国,江苏,500kV,高邮变,3号主变A相,0.1,,,,,,10M00000173521207,4
全国,江苏,500kV,高邮变,3号主变B相,0.1,,,,,,10M00000173521209,4
全国,江苏,500kV,高邮变,3号主变C相,0.1,,,,,,10M00000173521212,7
全国,青海,330kV,格尔木变电站,#1主变压器,0.1,,,,,,28M06X00000032227,8
全国,青海,330kV,格尔木变电站,#2主变压器,0.1,,,,,,28M06X00000032060,8
全国,冀北,500kV,沽源变电站,2号主变A相,0.1,,,,,,01M10000002383947,2
全国,冀北,500kV,沽源变电站,2号主变B相,0.1,,,,,,01M10000002383946,9
全国,冀北,500kV,沽源变电站,2号主变C相,0.1,,,,,,01M10000002383945,6
全国,冀北,500kV,沽源变电站,1号主变C相,0.1,,,,,,01M10000002383944,0
全国,冀北,500kV,沽源变电站,1号主变B相,0.1,,,,,,01M10000002383943,6
全国,冀北,500kV,沽源变电站,1号主变A相,0.1,,,,,,01M10000002383942,2
全国,湖南,500kV,古亭变电站,#3A相主变压器,0.1,,,,,,16M00000009508006,0
全国,湖南,500kV,古亭变电站,#3C相主变压器,0.1,,,,,,16M00000009508009,8
全国,湖南,500kV,古亭变电站,#3B相主变压器,0.1,,,,,,16M00000009508007,6
全国,浙江,500kV,古越变,#1主变C相,0.1,,,,,,11M00000000512388,3
全国,浙江,500kV,古越变,#4主变A相,0.1,,,,,,11M00000000512389,8
全国,浙江,500kV,古越变,#1主变A相,0.1,,,,,,11M00000000512386,1
全国,浙江,500kV,古越变,#4主变B相,0.1,,,,,,11M00000000512390,0
全国,浙江,500kV,古越变,#4主变C相,0.1,,,,,,11M00000000512391,3
全国,浙江,500kV,古越变,#1主变B相,0.1,,,,,,11M00000000512387,7
全国,上海,500kV,顾路,4号主变A,0.1,,,,,,09M00120060000220,1
全国,上海,500kV,顾路,2号主变A,0.1,,,,,,09M00120060005553,3
全国,上海,500kV,顾路,2号主变B,0.1,,,,,,09M00120060005559,8
全国,上海,500kV,顾路,2号主变C,0.1,,,,,,09M00120060005560,6
全国,上海,500kV,顾路,4号主变B,0.1,,,,,,09M00120060005200,5
全国,上海,500kV,顾路,4号主变C,0.1,,,,,,09M00120060005201,6
全国,上海,500kV,顾路,1号主变B,0.1,,,,,,09M00120060005198,1
全国,上海,500kV,顾路,1号主变C,0.1,,,,,,09M00120060005199,7
全国,上海,500kV,顾路,1号主变A,0.1,,,,,,09M00120060000221,0
全国,上海,500kV,顾路,3号主变A相,0.1,,,,,,09M00120060005832,1
全国,上海,500kV,顾路,3号主变B相,0.1,,,,,,09M00120060005833,2
全国,上海,500kV,顾路,3号主变C相,0.1,,,,,,09M00120060005834,4
全国,冀北,500kV,固安变电站,4号主变C相,0.1,,,,,,01M10000002487922,4
全国,冀北,500kV,固安变电站,4号主变B相,0.1,,,,,,01M10000002487921,0
全国,冀北,500kV,固安变电站,4号主变A相,0.1,,,,,,01M10000002487920,4
全国,冀北,500kV,固安变电站,3号主变C相,0.1,,,,,,01M10000002487919,0
全国,冀北,500kV,固安变电站,3号主变B相,0.1,,,,,,01M10000002487918,9
全国,冀北,500kV,固安变电站,3号主变A相,0.1,,,,,,01M10000002487923,1
全国,宁夏,330kV,固原330kV变电站,2号主变压器,0.1,,,,,,29M00000000919436,9
全国,宁夏,330kV,固原330kV变电站,1号主变压器,0.1,,,,,,29M00000000919435,5
全国,青海,750kV,官亭变电站,#2C相主变压器,0.1,,,,,,28M00000801986892,6
全国,青海,750kV,官亭变电站,#2B相主变压器,0.1,,,,,,28M00000801986891,5
全国,青海,750kV,官亭变电站,#2A相主变压器,0.1,,,,,,28M00000801986889,1
全国,湖北,500kV,光谷变电站,光#4C相主变,0.1,,,,,,15M00000007469644,0
全国,湖北,500kV,光谷变电站,光#4A相主变,0.1,,,,,,15M00000007469643,1
全国,湖北,500kV,光谷变电站,光#2B相主变,0.1,,,,,,15M00000007469586,8
全国,湖北,500kV,光谷变电站,光#2A相主变,0.1,,,,,,15M00000007469647,3
全国,湖北,500kV,光谷变电站,光#4B相主变,0.1,,,,,,15M00000007469645,4
全国,湖北,500kV,光谷变电站,光#2C相主变,0.1,,,,,,15M00000007469517,7
